iter	Logloss
136	0.304550657
137	0.3037673516
138	0.3032675944
139	0.3024433454
140	0.3013620983
141	0.300503902
142	0.2996514386
143	0.2990303891
144	0.297783401
145	0.2969395429
146	0.2959981304
147	0.2950489946
148	0.2940817167
149	0.2937358881
150	0.2931715265
151	0.2921349505
152	0.2914497074
153	0.2909478537
154	0.2902144452
155	0.2893705768
156	0.288980434
157	0.2883197967
158	0.2876514563
159	0.2868501637
160	0.2860616115
161	0.2854224854
162	0.284601859
163	0.2838438358
164	0.283236981
165	0.2826888441
166	0.2822989581
167	0.281250857
168	0.2807596531
169	0.2797799705
170	0.2793469183
171	0.2783797275
172	0.2774259695
173	0.276537478
174	0.2755345485
175	0.2748586911
176	0.2740625443
177	0.2733235768
178	0.2724383008
179	0.2718216331
180	0.270993294
181	0.2701796981
182	0.2695774615
183	0.2690329675
184	0.2684857946
185	0.2679547018
186	0.2675442933
187	0.2668979347
188	0.2660794754
189	0.2654333576
190	0.264869603
191	0.2642176182
192	0.2637584442
193	0.2630643208
194	0.2625121929
195	0.2620154817
196	0.2614545131
197	0.2609485268
198	0.260634762
199	0.2600419632
200	0.259470161
201	0.2588397659
202	0.2582181214
203	0.2574641592
204	0.2568151909
205	0.2564002622
206	0.2559023143
207	0.2553931801
208	0.254849093
209	0.2542329388
210	0.2537012373
211	0.2534225553
212	0.2528180604
213	0.2521728939
214	0.2517995702
215	0.2513118315
216	0.2507985112
217	0.2502935863
218	0.2498938292
219	0.2492099804
220	0.2488123959
221	0.2481838458
222	0.2476811503
223	0.2470683626
224	0.2463650413
225	0.2461345487
226	0.2455791256
227	0.244893308
228	0.2445301041
229	0.2439528842
230	0.2434215843
231	0.2428988578
232	0.242264056
233	0.2416722622
234	0.2410986724
235	0.2406285114
236	0.2401681935
237	0.2397471375
238	0.2392794452
239	0.2392261427
240	0.2389814728
241	0.2384715962
242	0.2383980012
243	0.2378841276
244	0.2372777377
245	0.2371148682
246	0.2367936362
247	0.236258672
248	0.2358207766
249	0.2354205386
250	0.2350724857
251	0.2346707292
252	0.2342362399
253	0.233904686
254	0.2335091368
255	0.2331350609
256	0.2328131033
257	0.232436081
258	0.2321603107
259	0.2317267004
260	0.2314144262
261	0.2311447994
262	0.2307638632
263	0.2304752316
264	0.2300996649
265	0.2297287463
266	0.2294169782
267	0.2287879671
268	0.2284066208
269	0.2280580077
270	0.2276831372
271	0.2273246792
272	0.227253443
273	0.2269554271
274	0.2263692837
275	0.2259112502
276	0.2253550495
277	0.2251173499
278	0.2246538319
279	0.2242754231
280	0.2240447245
281	0.2237101022
282	0.2233394943
283	0.2231595932
284	0.2227078855
285	0.2224876938
286	0.2220685814
287	0.2216717987
288	0.2213654403
289	0.2211341005
290	0.2206720084
291	0.2201279094
292	0.2196430141
293	0.2193254312
294	0.2190382517
295	0.2186842116
296	0.2182365975
297	0.217913635
298	0.2175061603
299	0.2171474931
300	0.2165144206
301	0.2161691328
302	0.2159775807
303	0.2157461032
304	0.2153709707
305	0.2150197242
306	0.2148498302
307	0.2145790106
308	0.2141324562
309	0.2138342858
310	0.2133257046
311	0.2129243955
312	0.2128804229
313	0.2125389086
314	0.2122577017
315	0.2120011154
316	0.2117769577
317	0.2114519504
318	0.2112479457
319	0.2108071349
320	0.2105364451
321	0.2101693849
322	0.2099262103
323	0.2096553066
324	0.209300863
325	0.2090976212
326	0.2086312644
327	0.2083956567
328	0.208063863
329	0.2078700391
330	0.207511127
331	0.2072756687
332	0.2069785822
333	0.2066707263
334	0.2063018099
335	0.2058336952
336	0.2054144917
337	0.2051120492
338	0.2048409129
339	0.2044469816
340	0.2041105879
341	0.2037680685
342	0.2036166593
343	0.2033394975
344	0.2031647453
345	0.2029991211
346	0.2026524676
347	0.2022859785
348	0.2019519709
349	0.2016661165
350	0.2015563282
351	0.2011613244
352	0.2009921391
353	0.2008054541
354	0.2005303992
355	0.2001731849
356	0.2000331363
357	0.1998300069
358	0.1995286536
359	0.1992279098
360	0.1989533188
361	0.1986444042
362	0.1984147928
363	0.198333208
364	0.19811958
365	0.1978388227
366	0.1975553998
367	0.197376881
368	0.1970287362
369	0.1969767733
370	0.1967718294
371	0.196563218
372	0.196443711
373	0.1960799362
374	0.1959102814
375	0.1956200178
376	0.1954546891
377	0.1952256639
378	0.1949457072
379	0.1946981319
380	0.1945586972
381	0.1943007995
382	0.1939222936
383	0.1936710741
384	0.1934645791
385	0.1932527583
386	0.1929176094
387	0.192703096
388	0.1925863416
389	0.1924310564
390	0.1922146696
391	0.1919451615
392	0.1916434426
393	0.1913828312
394	0.1910521223
395	0.1906624085
396	0.1904246444
397	0.1902259038
398	0.190030303
399	0.1896602576
400	0.1894905733
401	0.1894261541
402	0.189276293
403	0.1892021294
404	0.1890069965
405	0.1887067989
406	0.1885544021
407	0.1881558861
408	0.1878317189
409	0.1876409825
410	0.1873324502
411	0.1873109034
412	0.1870729384
413	0.1869099252
414	0.1866650081
415	0.1864718937
416	0.1862143513
417	0.186075194
418	0.1857879139
419	0.1854834966
420	0.1852209408
421	0.184907118
422	0.1847580308
423	0.1844621709
424	0.1841782108
425	0.1840596947
426	0.1838882053
427	0.1836915185
428	0.1834743738
429	0.1834538353
430	0.1832579966
431	0.1830018984
432	0.1826836227
433	0.182495933
434	0.1822504246
435	0.1819892529
436	0.1818845466
437	0.181608043
438	0.1815272179
439	0.1813409928
440	0.1812021805
441	0.1811059105
442	0.1810168925
443	0.1808309922
444	0.1806114511
445	0.1804513102
446	0.1803067276
447	0.1800693201
448	0.1798263674
449	0.1795443111
450	0.1792378286
451	0.1788612964
452	0.1786250422
453	0.178444328
454	0.1782760749
455	0.1780585028
456	0.177764778
457	0.1776416365
458	0.1774910904
459	0.1772823491
460	0.1770130158
461	0.1768175854
462	0.1766201301
463	0.176461232
464	0.1762482955
465	0.1760212604
466	0.1758894759
467	0.1757584856
468	0.1755734168
469	0.1752840605
470	0.1751520755
471	0.1748519748
472	0.1745577044
473	0.1742141741
474	0.1739394603
475	0.1736990377
476	0.1735902565
477	0.1733868913
478	0.1731020632
479	0.1729269877
480	0.1727185095
481	0.1725675568
482	0.1723613744
483	0.172188055
484	0.1719691602
485	0.1717336138
486	0.1715811146
487	0.1715170075
488	0.1713977572
489	0.1713391692
490	0.1711805088
491	0.1710701662
492	0.1710409535
493	0.1708620289
494	0.1707424328
495	0.1704935987
496	0.1702811505
497	0.1700757281
498	0.1698312208
499	0.1696389732
500	0.1696078293
501	0.1695234909
502	0.1694058086
503	0.1692096356
504	0.1688970319
505	0.1688351261
506	0.1685185847
507	0.1683092186
508	0.1679600815
509	0.167942753
510	0.1677762262
511	0.1675089627
512	0.1674155606
513	0.1671831544
514	0.1670193946
515	0.1667020781
516	0.1665043685
517	0.166336616
518	0.1662355021
519	0.166079434
520	0.1659241716
521	0.165733697
522	0.1655612017
523	0.1653091621
524	0.1652060886
525	0.165043222
526	0.164975128
527	0.1647135839
528	0.1645856215
529	0.1644233966
530	0.1641654866
531	0.1640148195
532	0.1637785423
533	0.1636806654
534	0.1634077822
535	0.163077952
536	0.1629963422
537	0.1627522436
538	0.1625922144
539	0.162410592
540	0.1622480362
541	0.1619757678
542	0.1617763384
543	0.1615561943
544	0.161490617
545	0.1612941331
546	0.1610247039
547	0.1608164509
548	0.1606960737
549	0.1605208723
550	0.1604323998
551	0.1601908409
552	0.1600294333
553	0.1599484125
554	0.1598921695
555	0.1597514678
556	0.159542225
557	0.1593036786
558	0.1590797683
559	0.1588639712
560	0.1588143245
561	0.158618915
562	0.158553138
563	0.1583269412
564	0.1582047434
565	0.1579491427
566	0.1577005414
567	0.1575805589
568	0.1573603171
569	0.1573329305
570	0.1570964357
571	0.1570181279
572	0.1569116266
573	0.1566868515
574	0.1565720573
575	0.1563607146
576	0.1561318975
577	0.1558853115
578	0.1557974307
579	0.1556057655
580	0.1554919509
581	0.1554132059
582	0.1552956101
583	0.155116321
584	0.1549018999
585	0.1548013987
586	0.1545984499
587	0.1545194865
588	0.1542764358
589	0.1541280272
590	0.1539558597
591	0.1538299247
592	0.1536100893
593	0.1534321161
594	0.1533387324
595	0.1531171491
596	0.1530961879
597	0.1529322069
598	0.1527764647
599	0.1525877379
600	0.1524136397
601	0.1522871671
602	0.1521591254
603	0.1520096716
604	0.1518576628
605	0.1516887907
606	0.1515109357
607	0.1513905697
608	0.1512632265
609	0.1511099389
610	0.1509143395
611	0.1508066316
612	0.1507588711
613	0.1505101008
614	0.150323475
615	0.1501516471
616	0.1499436133
617	0.1498852135
618	0.1497041193
619	0.1495936106
620	0.1494158552
621	0.1492406573
622	0.1491358193
623	0.1490505146
624	0.1489116562
625	0.1487647094
626	0.1486797766
627	0.1484897899
628	0.1482041099
629	0.1479683124
630	0.147911667
631	0.1478782372
632	0.1477697094
633	0.1476765276
634	0.1475842644
635	0.1473961547
636	0.1471570904
637	0.1470181234
638	0.1468198108
639	0.1466222102
640	0.1463236084
641	0.1462336147
642	0.1460899128
643	0.1458334203
644	0.1456690145
645	0.1454131152
646	0.1452056674
647	0.145044865
648	0.1448985799
649	0.1446824773
650	0.1446029804
651	0.1444837763
652	0.1443724262
653	0.1443408363
654	0.1442281382
655	0.1440473044
656	0.1438427124
657	0.1436949596
658	0.1435711106
659	0.1435275578
660	0.1433353387
661	0.1432185927
662	0.1430481744
663	0.1428351557
664	0.1427474222
665	0.1426557799
666	0.1426255435
667	0.1424731184
668	0.1423818919
669	0.1423216048
670	0.1422086773
671	0.1421099994
672	0.1420195314
673	0.141840748
674	0.1417198442
675	0.1415495712
676	0.1414136843
677	0.141278839
678	0.1411338185
679	0.1410068443
680	0.1408737072
681	0.140747689
682	0.140656708
683	0.1404536361
684	0.1403075945
685	0.1402355
686	0.1401020489
687	0.1399535579
688	0.1398389806
689	0.1395465486
690	0.1394555883
691	0.1393867367
692	0.13929359
693	0.1392150166
694	0.1390818294
695	0.1388893083
696	0.1387337361
697	0.1384710033
698	0.1383188619
699	0.1381320868
700	0.138021917
701	0.1380175465
702	0.1378640825
703	0.1377236491
704	0.137611991
705	0.1375534769
706	0.1374135619
707	0.1372731195
708	0.1371354825
709	0.137049917
710	0.1369979609
711	0.1369014733
712	0.1368736755
713	0.1367497402
714	0.1365984684
715	0.1365236677
716	0.1364121616
717	0.1362906782
718	0.1362151142
719	0.1361275741
720	0.1360308578
721	0.1359790553
722	0.1358600803
723	0.1356907524
724	0.1355429913
725	0.1353362733
726	0.1352043868
727	0.135149727
728	0.1350449511
729	0.1348982457
730	0.1346333614
731	0.1344401508
732	0.1341844421
733	0.1339769467
734	0.1337584394
735	0.1336491709
736	0.1335232175
737	0.1333355418
738	0.1331758046
739	0.132941585
740	0.1327381956
741	0.1324831485
742	0.1324365776
743	0.1323631385
744	0.1323132209
745	0.132260971
746	0.1322554016
747	0.132063093
748	0.1319716705
749	0.131842209
750	0.1317128806
751	0.1316844352
752	0.131598315
753	0.1314897203
754	0.1313971171
755	0.1312656626
756	0.1311813088
757	0.1311351414
758	0.1310719607
759	0.1309886201
760	0.1308978185
761	0.1307205116
762	0.1305819175
763	0.1303875735
764	0.1302788145
765	0.1301752889
766	0.1301080247
767	0.1300264829
768	0.1299493591
769	0.129801843
770	0.1296953012
771	0.12955647
772	0.1294554716
773	0.1294417412
774	0.1292770235
775	0.1291773857
776	0.1290187396
777	0.1289148399
778	0.1288048575
779	0.1287013315
780	0.1284419259
781	0.1283191105
782	0.1282231526
783	0.1280910425
784	0.1280382767
785	0.1278868528
786	0.1277605525
787	0.127652068
788	0.1275349527
789	0.1273881401
790	0.1272742671
791	0.1271991303
792	0.1271500857
793	0.1269967655
794	0.1268176313
795	0.1266565212
796	0.1265350691
797	0.1264242089
798	0.1262190252
799	0.1260580457
800	0.1259686645
801	0.1258757399
802	0.1257578267
803	0.1255640989
804	0.1253021769
805	0.1251259894
806	0.1250055583
807	0.1248333949
808	0.1246680992
809	0.12457322
810	0.1245322015
811	0.1244063605
812	0.1242408285
813	0.1240461681
814	0.1239007613
815	0.1236859673
816	0.1235841102
817	0.1235088122
818	0.1234323631
819	0.1233542659
820	0.1232206823
821	0.1230838137
822	0.1229681648
823	0.1228812906
824	0.122743183
825	0.1226399709
826	0.1225376301
827	0.1224775333
828	0.1223911911
829	0.1223229658
830	0.1221790014
831	0.122043428
832	0.1219596249
833	0.1218732143
834	0.1217407726
835	0.1216043244
836	0.1215484636
837	0.1214202778
838	0.1212807801
839	0.1210628991
840	0.1209457268
841	0.1207852245
842	0.1206942389
843	0.1206353477
844	0.120548816
845	0.1203558002
846	0.1202078123
847	0.1200627213
848	0.1199295393
849	0.1198404651
850	0.1197001075
851	0.1196638697
852	0.1195558095
853	0.1194525473
854	0.1193797333
855	0.1191983558
856	0.1190865625
857	0.1190042439
858	0.1188423908
859	0.1187149263
860	0.1186775163
861	0.1186246685
862	0.1184806896
863	0.118393133
864	0.1182879666
865	0.1181550487
866	0.117998485
867	0.1178866384
868	0.1177995349
869	0.1176351439
870	0.1175171055
871	0.1173954955
872	0.1173368453
873	0.1171859861
874	0.1170695474
875	0.1169756085
876	0.1168526414
877	0.1168012464
878	0.1166244114
879	0.1165997994
880	0.1165333016
881	0.1164610637
882	0.1162964346
883	0.1162146987
884	0.1161411857
885	0.1160005147
886	0.1158282737
887	0.1157616837
888	0.1156049731
889	0.1155000293
890	0.1154320488
891	0.1152585824
892	0.1151018337
893	0.1150188238
894	0.114962614
895	0.1147695987
896	0.114647643
897	0.1146007592
898	0.1145024663
899	0.1144173982
900	0.1143409296
901	0.1142960488
902	0.1142287021
903	0.1140641344
904	0.1138775522
905	0.1137554555
906	0.1135503696
907	0.1134525661
908	0.1133785704
909	0.1133528611
910	0.1132709493
911	0.1131205594
912	0.1129897465
913	0.1129069044
914	0.1128080424
915	0.112749015
916	0.1126731785
917	0.112559497
918	0.1125045421
919	0.1123981761
920	0.1122950408
921	0.1122544912
922	0.1121486773
923	0.1120202153
924	0.11195185
925	0.1119009688
926	0.1118182863
927	0.1117933864
928	0.1116868992
929	0.1115838795
930	0.1115105107
931	0.1114304298
932	0.1113437726
933	0.1112540281
934	0.1111660814
935	0.1111540972
936	0.1111206144
937	0.1110352147
938	0.110957007
939	0.1108747136
940	0.110849343
941	0.1107222058
942	0.1105360758
943	0.1104822782
944	0.1103879621
945	0.1102213488
946	0.110087481
947	0.1099368245
948	0.1098214744
949	0.1097946284
950	0.1097218223
951	0.1096904118
952	0.1096163203
953	0.1094295248
954	0.1094007271
955	0.1093718458
956	0.1092605623
957	0.1091556508
958	0.109014296
959	0.1089413893
960	0.1088249859
961	0.1087364696
962	0.1086303989
963	0.1085271268
964	0.1085002574
965	0.1083106556
966	0.1082073957
967	0.1080239092
968	0.1079055745
969	0.1078320842
970	0.1077544513
971	0.1077372554
972	0.1076716627
973	0.1076678088
974	0.1076480761
975	0.1075271716
976	0.1074956899
977	0.107411418
978	0.1072845898
979	0.107218233
980	0.107132807
981	0.1070263636
982	0.1069461557
983	0.1068606956
984	0.1067927126
985	0.1066859641
986	0.1066640319
987	0.1066233049
988	0.1065552865
989	0.1064808496
990	0.1064432287
991	0.1063500758
992	0.1062967166
993	0.1062929654
994	0.1061521283
995	0.1060900931
996	0.1059670036
997	0.1058850529
998	0.1058001472
999	0.105740371
